# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Fri Apr 19 11:53:27 2019
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
0,,0,0:00.000.000,,,,,,Capture started (Aggregate),,[Thu Apr 18 18:05:42 2019],
0,HS,30662,1:18.373.386,9.233 us,512 B,,03,05,OUT txn,4E 43 4D 48 0C 00 6B 00 13 02 0C 00 4E 43 4D 30 10 00 00 00 1E 00 F5 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 BF 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 BF 50 D7 00 00 00 00 00 13 00 03 00 00 00 01 08 5F 61 69 72 70 6F 72 74 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 80 01 07 5F 72 64 6C 69 6E 6B C0 15 00 0C 80 01 08 5F 68 6F 6D 65 6B 69 74 C0 15 00 0C 80 01 08 5F 61 69 72 70 6C 61 79 C0 15 00 0C 80 01 05 5F 72 61 6F 70 C0 15 00 0C 80 01 06 5F 75 73 63 61 6E C0 15 00 0C 80 01 07 5F 75 73 63 61 6E 73 C0 15 00 0C 80 01 04 5F 69 70 70 C0 15 00 0C 80 01 08 5F 70 72 69 6E 74 65 72 C0 15 00 0C 80 01 08 5F 73 63 61 6E 6E 65 72 C0 15 00 0C 80 01 07 5F 69 70 70 75 73 62 C0 15 00 0C 80 01 0F 5F 70 64 6C 2D 64 61 74 61 73 74 72 65 61 6D C0 15 00 0C 80 01 05 5F 69 70 70 73 C0 15 00 0C 80 01 04 5F 70 74 70 C0 15 00 0C 80 01 0B 5F 67 6F 6F 67 6C 65 63 61 73 74 C0 15 00 0C 80 01 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 15 00 0C 80 01 0D 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 C0 15 00 0C 80 01 08 39 33 32 66 30 37 65 33 04 5F 73 75 62 0E 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 32 C0 15 00 0C 80 01 0F 5F 61 70 70 6C 65 2D 70 61 69 72 61 62 6C 65 C0 15 00 0C 80 01 C0 25 00 0C 00 01 00 00 0D EB 00 0B 08 69 50 61 64 20 28 32 29 C0 25 C0 EE 00 0C 00 01 00 00 0E 0F 00 0F 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 EE C0 EE 00 0C 00 01 00 00 0D EB 00 0B 08 69 50 61 64 20 28 32 29 C0 EE 00 00 29 05 A0 00 00 11 94 00,,NCMH..k.....NCM0..............33....NV.(|Y..`....…
0,HS,30666,1:18.373.395,983 ns,19 B,,03,05,OUT txn,12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,......d..H.."NV.(|Y
0,HS,30696,1:18.616.721,7.666 us,418 B,,03,05,OUT txn,4E 43 4D 48 0C 00 6C 00 A2 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 84 01 00 00 00 00 00 00 01 00 5E 00 00 FB 4E 56 9D 28 7C 59 08 00 45 00 01 76 2D 48 00 00 FF 11 A9 D4 A9 FE 58 60 E0 00 00 FB 14 E9 14 E9 01 62 18 13 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 80 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 80 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 80 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..l.....NCM0................^...NV.(|Y..E..v-…
0,HS,30700,1:18.616.730,8.000 us,438 B,,03,05,OUT txn (NAK),4E 43 4D 48 0C 00 6D 00 B6 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 98 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 62 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 62 EA B9 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 80 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 80 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 80 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..m.....NCM0..............33....NV.(|Y..`....…
0,HS,30704,1:18.616.759,13.150 us,438 B,,03,05,OUT txn,4E 43 4D 48 0C 00 6D 00 B6 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 98 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 62 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 62 EA B9 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 80 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 80 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 80 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..m.....NCM0..............33....NV.(|Y..`....…
0,HS,30712,1:18.869.297,7.666 us,418 B,,03,05,OUT txn,4E 43 4D 48 0C 00 6E 00 A2 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 84 01 00 00 00 00 00 00 01 00 5E 00 00 FB 4E 56 9D 28 7C 59 08 00 45 00 01 76 96 62 00 00 FF 11 40 BA A9 FE 58 60 E0 00 00 FB 14 E9 14 E9 01 62 19 94 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 00 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 00 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..n.....NCM0................^...NV.(|Y..E..v.…
0,HS,30717,1:18.869.381,8.000 us,438 B,,03,05,OUT txn,4E 43 4D 48 0C 00 6F 00 B6 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 98 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 62 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 62 EC 3A 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 00 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 00 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..o.....NCM0..............33....NV.(|Y..`....…
0,HS,30721,1:17.060.002,1.999.982.683 s,,,03,07,[79984 IN-NAK],,[Periodic Timeout],
0,HS,30723,1:19.119.562,7.683 us,418 B,,03,05,OUT txn,4E 43 4D 48 0C 00 70 00 A2 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 84 01 00 00 00 00 00 00 01 00 5E 00 00 FB 4E 56 9D 28 7C 59 08 00 45 00 01 76 9C 5D 00 00 FF 11 3A BF A9 FE 58 60 E0 00 00 FB 14 E9 14 E9 01 62 19 94 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 00 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 00 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..p.....NCM0................^...NV.(|Y..E..v.…
0,HS,30727,1:19.119.611,8.000 us,438 B,,03,05,OUT txn,4E 43 4D 48 0C 00 71 00 B6 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 98 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 62 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 62 EC 3A 00 00 00 00 00 05 00 00 00 05 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 00 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 00 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 DE C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 DE C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 DE C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 DE 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH..q.....NCM0..............33....NV.(|Y..`....…
0,HS,30732,1:19.371.551,9.233 us,512 B,,03,05,OUT txn,4E 43 4D 48 0C 00 72 00 0A 04 0C 00 4E 43 4D 30 10 00 00 00 1E 00 EC 03 00 00 00 00 00 00 01 00 5E 00 00 FB 4E 56 9D 28 7C 59 08 00 45 00 03 DE 3C A3 00 00 FF 11 98 11 A9 FE 58 60 E0 00 00 FB 14 E9 14 E9 03 CA 7E 2C 00 00 84 00 00 00 00 15 00 00 00 09 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 10 80 01 00 00 11 94 00 01 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 C0 23 00 0C 00 01 00 00 11 94 00 02 C0 19 C0 19 00 0C 00 01 00 00 11 94 00 02 C0 0C 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0C 5F 64 65 76 69 63 65 2D 69 6E 66 6F C0 1E 00 10 00 01 00 00 11 94 00 33 14 6D 6F 64 65 6C 3D 4D 61 63 42 6F 6F 6B 50 72 6F 31 35 2C 31 0A 6F 73 78 76 65 72 73 3D 31 38 12 65 63 6F 6C 6F 72 3D 32 32 35 2C 32 32 35 2C 32 32 33 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C0 CE C0 CE 00 0C 00 01 00 00 11 94 00 02 C0 C1 C0 0C 00 21 80 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 C1 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 16 C1 13 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 10 80 01 00 00 11 94 00 2A 29 75 75 69 64 3D 38 45 35 43 42 37 43 39 2D 36 43 33 44 2D 35 43 36 34 2D 39 41 46 37 2D 34 32 30 33 45 39 42 38 32 33 35 37 C0 35 00 0C 00 01 00 00 11 94 00 02 C1 57 C1 57 00 0C 00 01 00 00 11 94 00 02 C1 36 C1 36,,NCMH..r.....NCM0................^...NV.(|Y..E...<…
0,HS,30737,1:19.371.573,9.233 us,512 B,,03,05,OUT txn,00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C1 13 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C1 E8 C1 E8 00 0C 00 01 00 00 11 94 00 02 C1 CA C1 CA 00 21 80 01 00 00 00 78 00 08 00 00 00 00 1D 13 C1 13 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 10 80 01 00 00 11 94 00 78 11 72 70 48 4E 3D 39 30 65 65 37 30 65 63 66 34 62 31 0C 72 70 46 6C 3D 30 78 32 30 30 34 30 0B 72 70 56 72 3D 31 36 36 2E 34 30 11 72 70 48 41 3D 32 39 35 64 32 32 31 39 34 64 31 35 11 72 70 41 44 3D 64 64 61 30 37 37 34 66 38 30 35 39 11 72 70 48 49 3D 33 31 35 34 61 63 36 39 34 37 30 36 16 72 70 42 41 3D 31 43 3A 38 33 3A 30 37 3A 37 34 3A 44 43 3A 46 32 C0 35 00 0C 00 01 00 00 11 94 00 02 C2 38 C2 38 00 0C 00 01 00 00 11 94 00 02 C2 2B C2 2B 00 21 80 01 00 00 00 78 00 08 00 00 00 00 D7 26 C1 13 C1 13 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 C1 13 00 01 80 01 00 00 00 78 00 04 A9 FE 58 60 C0 0C 00 2F 80 01 00 00 11 94 00 09 C0 0C 00 05 00 00 80 00 40 C0 C1 00 2F 80 01 00 00 11 94 00 09 C0 C1 00 05 00 00 80 00 40 C1 36 00 2F 80 01 00 00 11 94 00 09 C1 36 00 05 00 00 80 00 40 C1 CA 00 2F 80 01 00 00 11 94 00 09 C1 CA 00 05 00 00 80 00 40 C2 2B 00 2F 80 01 00 00 11 94 00 09 C2 2B 00 05 00 00 80 00 40 C1 13 00 2F 80 01 00 00 00 78 00 08 C1 13 00 04 40 00 00 08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE,,.!.....x...........AWCadburyService.airwatch.com.…
0,HS,30741,1:19.371.582,866 ns,10 B,,03,05,OUT txn,48 00 11 22 4E 56 9D 28 7C 59,,H.."NV.(|Y
0,HS,30745,1:19.371.594,9.216 us,512 B,,03,05,OUT txn,4E 43 4D 48 0C 00 73 00 1E 04 0C 00 4E 43 4D 30 10 00 00 00 1E 00 00 04 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 03 CA 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 03 CA 50 D3 00 00 84 00 00 00 00 15 00 00 00 09 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 10 80 01 00 00 11 94 00 01 00 09 5F 73 65 72 76 69 63 65 73 07 5F 64 6E 73 2D 73 64 04 5F 75 64 70 C0 23 00 0C 00 01 00 00 11 94 00 02 C0 19 C0 19 00 0C 00 01 00 00 11 94 00 02 C0 0C 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0C 5F 64 65 76 69 63 65 2D 69 6E 66 6F C0 1E 00 10 00 01 00 00 11 94 00 33 14 6D 6F 64 65 6C 3D 4D 61 63 42 6F 6F 6B 50 72 6F 31 35 2C 31 0A 6F 73 78 76 65 72 73 3D 31 38 12 65 63 6F 6C 6F 72 3D 32 32 35 2C 32 32 35 2C 32 32 33 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C0 CE C0 CE 00 0C 00 01 00 00 11 94 00 02 C0 C1 C0 0C 00 21 80 01 00 00 00 78 00 15 00 00 00 00 00 16 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 C0 C1 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 16 C1 13 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 10 80 01 00 00 11 94 00 2A 29 75 75 69 64 3D 38 45 35 43 42 37 43 39 2D 36 43 33 44 2D 35 43 36 34 2D 39 41 46 37 2D 34 32 30 33 45 39 42 38 32 33 35 37 C0 35 00 0C 00 01 00 00 11 94,,NCMH..s.....NCM0..............33....NV.(|Y..`....…
0,HS,30749,1:19.371.604,9.216 us,512 B,,03,05,OUT txn,00 02 C1 57 C1 57 00 0C 00 01 00 00 11 94 00 02 C1 36 C1 36 00 21 80 01 00 00 00 78 00 08 00 00 00 00 00 09 C1 13 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 10 80 01 00 00 11 94 00 01 00 C0 35 00 0C 00 01 00 00 11 94 00 02 C1 E8 C1 E8 00 0C 00 01 00 00 11 94 00 02 C1 CA C1 CA 00 21 80 01 00 00 00 78 00 08 00 00 00 00 1D 13 C1 13 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 10 80 01 00 00 11 94 00 78 11 72 70 48 4E 3D 39 30 65 65 37 30 65 63 66 34 62 31 0C 72 70 46 6C 3D 30 78 32 30 30 34 30 0B 72 70 56 72 3D 31 36 36 2E 34 30 11 72 70 48 41 3D 32 39 35 64 32 32 31 39 34 64 31 35 11 72 70 41 44 3D 64 64 61 30 37 37 34 66 38 30 35 39 11 72 70 48 49 3D 33 31 35 34 61 63 36 39 34 37 30 36 16 72 70 42 41 3D 31 43 3A 38 33 3A 30 37 3A 37 34 3A 44 43 3A 46 32 C0 35 00 0C 00 01 00 00 11 94 00 02 C2 38 C2 38 00 0C 00 01 00 00 11 94 00 02 C2 2B C2 2B 00 21 80 01 00 00 00 78 00 08 00 00 00 00 D7 26 C1 13 C1 13 00 1C 80 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 C1 13 00 01 80 01 00 00 00 78 00 04 A9 FE 58 60 C0 0C 00 2F 80 01 00 00 11 94 00 09 C0 0C 00 05 00 00 80 00 40 C0 C1 00 2F 80 01 00 00 11 94 00 09 C0 C1 00 05 00 00 80 00 40 C1 36 00 2F 80 01 00 00 11 94 00 09 C1 36 00 05 00 00 80 00 40 C1 CA 00 2F 80 01 00 00 11 94 00 09 C1 CA 00 05 00 00 80 00 40 C2 2B 00 2F 80 01 00 00 11 94 00 09 C2 2B 00 05 00 00 80 00 40 C1 13 00 2F 80 01 00 00 00 78 00 08 C1 13 00 04 40 00 00,,...W.W...........6.6.!.....x...........AWCadburyS…
0,HS,30753,1:19.371.614,1.183 us,30 B,,03,05,OUT txn,08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,...).............d..H.."NV.(|Y
