# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Fri Apr 19 11:53:27 2019
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data,Summary,ASCII
0,,0,0:00.000.000,,,,,,Capture started (Aggregate),,[Thu Apr 18 18:05:42 2019],
0,HS,5796,0:14.991.446,2.600 us,116 B,,03,05,OUT txn (NAK),4E 43 4D 48 0C 00 01 00 74 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 56 00 00 00 00 00 00 00 33 33 FF D0 4D D2 4E 56 9D 28 7C 59 86 DD 60 00 00 00 00 20 3A FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 01 FF D0 4D D2 87 00 EA C8 00 00 00 00 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 0E 01 00 FA 9A 9B 86 E8,,NCMH....t...NCM0......V.......33..M.NV.(|Y..`....…
0,HS,5801,0:14.991.471,11.700 us,116 B,,03,05,OUT txn,4E 43 4D 48 0C 00 01 00 74 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 56 00 00 00 00 00 00 00 33 33 FF D0 4D D2 4E 56 9D 28 7C 59 86 DD 60 00 00 00 00 20 3A FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 01 FF D0 4D D2 87 00 EA C8 00 00 00 00 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 0E 01 00 FA 9A 9B 86 E8,,NCMH....t...NCM0......V.......33..M.NV.(|Y..`....…
0,HS,5808,0:14.991.489,2.216 us,92 B,,03,05,OUT txn (NAK),4E 43 4D 48 0C 00 02 00 5C 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 3E 00 00 00 00 00 00 00 33 33 00 00 00 02 4E 56 9D 28 7C 59 86 DD 60 03 0E 49 00 08 3A FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 85 00 6B 02 00 00 00 00,,NCMH....\...NCM0......>.......33....NV.(|Y..`..I.…
0,HS,5812,0:14.991.512,54.583 us,92 B,,03,05,OUT txn   [2 POLL],4E 43 4D 48 0C 00 02 00 5C 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 3E 00 00 00 00 00 00 00 33 33 00 00 00 02 4E 56 9D 28 7C 59 86 DD 60 03 0E 49 00 08 3A FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 85 00 6B 02 00 00 00 00,,NCMH....\...NCM0......>.......33....NV.(|Y..`..I.…
0,HS,5821,0:14.819.668,178.138.700 ms,400 B,,03,07,IN txn   [7107 POLL],4E 43 4D 48 0C 00 01 00 90 01 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 56 01 00 00 00 00 BD A7 8F F7 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 FF FF FF FF FF FF 4E 56 9D 25 62 16 08 00 45 00 01 48 3F D4 00 00 FF 11 7A D1 00 00 00 00 FF FF FF FF 00 44 00 43 01 34 EA 87 01 01 06 00 E9 C7 70 DE 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 56 9D 25 62 16 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 63 82 53 63 35 01 01 37 07 01 79 03 06 0F 77 FC 39 02 05 DC 3D 07 01 4E 56 9D 25 62 16 33 04 00 76 A7 00 0C 06 69 50 61 64 2D 32 FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,,NCMH........NCM0,...:.V.................?.....|..…
0,HS,5827,0:14.997.814,1.546.683 ms,144 B,,03,07,IN txn   [62 POLL],4E 43 4D 48 0C 00 02 00 90 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 56 00 00 00 00 00 BD A7 8F F7 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 FF 50 0D F1 4E 56 9D 25 62 16 86 DD 60 00 00 00 00 20 3A FF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 01 FF 50 0D F1 87 00 2A 34 00 00 00 00 FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 0E 01 93 21 F9 57 17 40,,NCMH........NCM0,...:.V.................?.....|..…
0,HS,5833,0:14.999.368,330.883 us,120 B,,03,07,IN txn   [15 POLL],4E 43 4D 48 0C 00 03 00 78 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 3E 00 00 00 00 00 BD A7 8F F7 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 02 4E 56 9D 25 62 16 86 DD 60 05 FC 75 00 08 3A FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 85 00 EB 47 00 00 00 00,,NCMH....x...NCM0,...:.>.................?.....|..…
0,HS,5839,0:14.999.706,55.212.416 ms,473 B,,03,07,IN txn   [2209 POLL],4E 43 4D 48 0C 00 04 00 D9 01 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 C1 00 FE 00 DB 00 00 00 00 00 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 8B 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 8B D1 88 00 00 00 00 00 03 00 00 00 00 00 01 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 80 01 08 5F 68 6F 6D 65 6B 69 74 C0 1C 00 0C 80 01 24 39 33 39 43 38 36 43 33 2D 45 33 44 31 2D 35 33 37 43 2D 39 42 33 43 2D 39 41 34 38 33 38 37 41 46 38 44 46 C0 2C 00 10 80 01 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16 00 00 00 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 A5 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 A5 F3 14 00 00 84 00 00 00 00 01 00 00 00 02 01 31 01 46 01 44 01 30 01 30 01 35 01 36 01 39 01 34 01 30 01 31 01 44 01 39 01 41 01 43 01 31 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 45 01 46 03 69 70 36 04 61 72 70 61 00 00 0C 80 01 00 00 00 78 00 0E 06 69 50 61 64 2D 32 05 6C 6F 63 61 6C 00 C0 0C 00 2F 80 01 00 00 00 78 00 06 C0 0C 00 02 00 08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16,,NCMH........NCM0,...:...................?.....|..…
0,HS,5845,0:15.207.944,8.316 us,458 B,,03,05,OUT txn,4E 43 4D 48 0C 00 03 00 CA 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 AC 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 76 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 76 A9 21 00 00 00 00 00 13 00 00 00 00 00 01 08 5F 61 69 72 70 6F 72 74 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 80 01 07 5F 72 64 6C 69 6E 6B C0 15 00 0C 80 01 08 5F 68 6F 6D 65 6B 69 74 C0 15 00 0C 80 01 08 5F 61 69 72 70 6C 61 79 C0 15 00 0C 80 01 05 5F 72 61 6F 70 C0 15 00 0C 80 01 06 5F 75 73 63 61 6E C0 15 00 0C 80 01 07 5F 75 73 63 61 6E 73 C0 15 00 0C 80 01 04 5F 69 70 70 C0 15 00 0C 80 01 08 5F 70 72 69 6E 74 65 72 C0 15 00 0C 80 01 08 5F 73 63 61 6E 6E 65 72 C0 15 00 0C 80 01 07 5F 69 70 70 75 73 62 C0 15 00 0C 80 01 0F 5F 70 64 6C 2D 64 61 74 61 73 74 72 65 61 6D C0 15 00 0C 80 01 05 5F 69 70 70 73 C0 15 00 0C 80 01 04 5F 70 74 70 C0 15 00 0C 80 01 0B 5F 67 6F 6F 67 6C 65 63 61 73 74 C0 15 00 0C 80 01 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 15 00 0C 80 01 0D 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 C0 15 00 0C 80 01 08 39 33 32 66 30 37 65 33 04 5F 73 75 62 0E 5F 61 70 70 6C 65 2D 6D 6F 62 64 65 76 32 C0 15 00 0C 80 01 0F 5F 61 70 70 6C 65 2D 70 61 69 72 61 62 6C 65 C0 15 00 0C 80 01 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH........NCM0..............33....NV.(|Y..`....…
0,HS,5849,0:15.207.978,4.916 us,255 B,,03,05,OUT txn,4E 43 4D 48 0C 00 04 00 FF 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 E1 00 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 00 AB 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 AB C6 DC 00 00 84 00 00 00 00 01 00 00 00 02 01 32 01 44 01 44 01 34 01 30 01 44 01 35 01 35 01 39 01 35 01 45 01 35 01 39 01 33 01 30 01 31 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 45 01 46 03 69 70 36 04 61 72 70 61 00 00 0C 80 01 00 00 00 78 00 14 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 05 6C 6F 63 61 6C 00 C0 0C 00 2F 80 01 00 00 00 78 00 06 C0 0C 00 02 00 08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH........NCM0..............33....NV.(|Y..`....…
0,HS,5854,0:15.402.619,8.566 us,472 B,,03,05,OUT txn,4E 43 4D 48 0C 00 05 00 D8 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 BA 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 84 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 84 39 71 00 00 00 00 00 06 00 00 00 06 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 80 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 80 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 80 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 00 FF 80 01 C0 0C 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 CC C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 CC C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 CC C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 CC C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 CC C0 CC 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH........NCM0..............33....NV.(|Y..`....…
0,HS,5859,0:15.054.939,483.249.783 ms,306 B,,03,07,IN txn   [19323 POLL],4E 43 4D 48 0C 00 05 00 32 01 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 F8 00 00 00 00 00 00 00 00 00 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 C2 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 C2 ED C3 00 00 00 00 00 03 00 00 00 03 00 01 08 69 50 61 64 20 28 32 29 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 80 01 08 69 50 61 64 20 28 32 29 07 5F 72 64 6C 69 6E 6B C0 25 00 FF 80 01 06 69 50 61 64 2D 32 C0 2A 00 FF 80 01 C0 0C 00 21 00 01 00 00 00 78 00 08 00 00 00 00 CF 18 C0 4C C0 35 00 21 00 01 00 00 00 78 00 08 00 00 00 00 CF 3B C0 4C C0 4C 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16,,NCMH....2...NCM0,...:...................?.....|..…
0,HS,5865,0:15.653.402,8.583 us,472 B,,03,05,OUT txn,4E 43 4D 48 0C 00 06 00 D8 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 BA 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 84 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 84 3B 72 00 00 00 00 00 06 00 00 00 06 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 00 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 00 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 CC C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 CC C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 CC C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 CC C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 CC C0 CC 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH........NCM0..............33....NV.(|Y..`....…
0,HS,5870,0:15.538.196,255.073.000 ms,306 B,,03,07,IN txn   [10199 POLL],4E 43 4D 48 0C 00 06 00 32 01 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 F8 00 00 00 00 00 00 00 00 00 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 C2 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 C2 6E C4 00 00 00 00 00 03 00 00 00 03 00 01 08 69 50 61 64 20 28 32 29 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 08 69 50 61 64 20 28 32 29 07 5F 72 64 6C 69 6E 6B C0 25 00 FF 00 01 06 69 50 61 64 2D 32 C0 2A 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 08 00 00 00 00 CF 18 C0 4C C0 35 00 21 00 01 00 00 00 78 00 08 00 00 00 00 CF 3B C0 4C C0 4C 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16,,NCMH....2...NCM0,...:...................?.....|..…
0,HS,5876,0:15.867.078,3.366 us,160 B,,03,05,OUT txn,4E 43 4D 48 0C 00 07 00 A0 00 0C 00 4E 43 4D 30 10 00 00 00 1E 00 82 00 00 00 00 00 00 00 33 33 00 00 00 16 4E 56 9D 28 7C 59 86 DD 60 00 00 00 00 4C 00 01 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 16 3A 00 01 00 05 02 00 00 8F 00 4A 4B 00 00 00 03 04 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 04 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 02 FF C1 BE F7 04 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 01 FF D0 4D D2,,NCMH........NCM0..............33....NV.(|Y..`....…
0,HS,5881,0:15.904.552,8.583 us,472 B,,03,05,OUT txn,4E 43 4D 48 0C 00 08 00 D8 01 0C 00 4E 43 4D 30 10 00 00 00 1E 00 BA 01 00 00 00 00 00 00 33 33 00 00 00 FB 4E 56 9D 28 7C 59 86 DD 60 07 BF 1B 01 84 11 FF FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 01 84 3B 72 00 00 00 00 00 06 00 00 00 06 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 04 5F 73 73 68 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 09 5F 73 66 74 70 2D 73 73 68 C0 1E 00 FF 00 01 20 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 20 5B 33 38 3A 66 39 3A 64 33 3A 35 31 3A 64 36 3A 36 34 5D 0C 5F 77 6F 72 6B 73 74 61 74 69 6F 6E C0 1E 00 FF 00 01 1D 41 57 43 61 64 62 75 72 79 53 65 72 76 69 63 65 2E 61 69 72 77 61 74 63 68 2E 63 6F 6D 05 5F 68 74 74 70 C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B C0 1E 00 FF 00 01 0C 72 69 63 6B 6D 61 72 6B 2D 6D 62 70 C0 23 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 CC C0 2E 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 16 C0 CC C0 4B 00 21 00 01 00 00 00 78 00 08 00 00 00 00 00 09 C0 CC C0 7F 00 21 00 01 00 00 00 78 00 08 00 00 00 00 1D 13 C0 CC C0 A9 00 21 00 01 00 00 00 78 00 08 00 00 00 00 D7 26 C0 CC C0 CC 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 10 39 5E 59 55 D0 4D D2 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 64 AC DE 48 00 11 22 4E 56 9D 28 7C 59,,NCMH........NCM0..............33....NV.(|Y..`....…
0,HS,5885,0:13.929.559,1.999.993.466 s,,,03,05,[84610 IN-NAK],,[Periodic Timeout],
0,HS,5887,0:15.793.276,207.291.766 ms,188 B,,03,07,IN txn   [8291 POLL],4E 43 4D 48 0C 00 07 00 BC 00 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 82 00 00 00 00 00 00 00 00 00 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 16 4E 56 9D 25 62 16 86 DD 60 00 00 00 00 4C 00 01 FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 16 3A 00 01 00 05 02 00 00 8F 00 66 6B 00 00 00 03 04 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 04 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 02 FF 0E 64 31 04 00 00 00 FF 02 00 00 00 00 00 00 00 00 00 01 FF 50 0D F1,,NCMH........NCM0,...:...................?.....|..…
0,HS,5893,0:16.000.575,44.956.550 ms,306 B,,03,07,IN txn   [1798 POLL],4E 43 4D 48 0C 00 08 00 32 01 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 F8 00 00 00 00 00 00 00 00 00 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 C2 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 C2 6E C4 00 00 00 00 00 03 00 00 00 03 00 01 08 69 50 61 64 20 28 32 29 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 FF 00 01 08 69 50 61 64 20 28 32 29 07 5F 72 64 6C 69 6E 6B C0 25 00 FF 00 01 06 69 50 61 64 2D 32 C0 2A 00 FF 00 01 C0 0C 00 21 00 01 00 00 00 78 00 08 00 00 00 00 CF 18 C0 4C C0 35 00 21 00 01 00 00 00 78 00 08 00 00 00 00 CF 3B C0 4C C0 4C 00 1C 00 01 00 00 00 78 00 10 FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16,,NCMH....2...NCM0,...:...................?.....|..…
0,HS,5899,0:16.045.552,99.528.850 ms,473 B,,03,07,IN txn   [3981 POLL],4E 43 4D 48 0C 00 09 00 D9 01 0C 00 4E 43 4D 30 2C 00 00 00 3A 00 C1 00 FE 00 DB 00 00 00 00 00 C8 D4 B5 D5 DF 18 CF ED 3F BB FF DC DA C9 7C D8 9D D5 4B D5 EB BD 9B DD FE F1 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 8B 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 8B D2 09 00 00 00 00 00 03 00 00 00 00 00 01 0F 5F 63 6F 6D 70 61 6E 69 6F 6E 2D 6C 69 6E 6B 04 5F 74 63 70 05 6C 6F 63 61 6C 00 00 0C 00 01 08 5F 68 6F 6D 65 6B 69 74 C0 1C 00 0C 00 01 24 39 33 39 43 38 36 43 33 2D 45 33 44 31 2D 35 33 37 43 2D 39 42 33 43 2D 39 41 34 38 33 38 37 41 46 38 44 46 C0 2C 00 10 00 01 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16 00 1C 00 33 33 00 00 00 FB 4E 56 9D 25 62 16 86 DD 60 0F 78 24 00 A5 11 FF FE 80 00 00 00 00 00 00 1C A9 D1 04 96 50 0D F1 FF 02 00 00 00 00 00 00 00 00 00 00 00 00 00 FB 14 E9 14 E9 00 A5 F3 14 00 00 84 00 00 00 00 01 00 00 00 02 01 31 01 46 01 44 01 30 01 30 01 35 01 36 01 39 01 34 01 30 01 31 01 44 01 39 01 41 01 43 01 31 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 30 01 38 01 45 01 46 03 69 70 36 04 61 72 70 61 00 00 0C 80 01 00 00 00 78 00 0E 06 69 50 61 64 2D 32 05 6C 6F 63 61 6C 00 C0 0C 00 2F 80 01 00 00 00 78 00 06 C0 0C 00 02 00 08 00 00 29 05 A0 00 00 11 94 00 12 00 04 00 0E 00 78 6E 56 9D 28 7C A6 4E 56 9D 25 62 16,,NCMH........NCM0,...:...................?.....|..…
